"FirstName";"ID"
"Ella";141
"Elle";142
"Elli";143
"Ellis";144
"Ema";145
"Emile";146
"Emmi";147
"Ena";148
"Ene";149
"Enea";150
"Engel";151
"Era";152
"Erla";153
"Erny";154
"Esra";155
"Essa";156
"Eva";157
"Eve";158
"Evi";159
"Evia";160
"Evi";161
"Fara";162
"Farah";163
"Finger";164
"Finna";165
"Fredly";166
"Frid";167
"Fride";168
"Frøy";169
"Gabi";170
"Gabriele";171
"Gaby";172
"Gael";173
"Garde";174
"Gauri";175
"Gay";176
"Geirlaug";177
"Gene";178
"Gerd";179
"Gerry";180
"Gil";181
"Gill";182
"Glenny";183
"Greip";184
"Grette";185
"Gudlaug";186
"Gudleiv";187
"Gul";188
"Gulle";189
"Gulli";190
"Gunild";191
"Gunne";192
"Gunner";193
"Gunni";194
"Gunnlaug";195
"Gunnleif";196
"Gunnleiv";197
"Gunvar";198
"Guri";199
"Halle";200
"Hallvor";201
"Halvor";202
"Hanne";203
"Hanni";204
"Hansi";205
"Hardi";206
"Hardy";207
"Hedly";208
"Heika";209
"Heike";210
"Heini";211
"Helje";212
"Helke";213
"Helle";214
"Helmi";215
"Helmy";216
"Helvig";217
"Henne";218
"Henni";219
"Hennika";220
"Hergot";221
"Herlaug";222
"Herma";223
"Hero";224
"Hilary";225
"Hilde";226
"Hildur";227
"Hilgot";228
"Hille";229
"Holmfrid";230
"Ibe";231
"Ibe";232
"Idu";233
"Ila";234
"Ili";235
"Ilia";236
"Ilja";237
"Ilya";238
"Indra";239
"Indre";240
"Ine";241
"Ing";242
"Ingar";243
"Ingard";244
"Inge";245
"Ingel";246
"Ingeleif";247
"Ingeleiv";248
"Ingemor";249
"Inger";250
"Ingfred";251
"Ingfrid";252
"Ingi";253
"Ingleif";254
"Ingleiv";255
"Ingvor";256
"Isa";257
"Ise";258
"Isse";259
"Iva";260
"Ivor";261
"Jackie";262
"Jacky";263
"Jaha";264
"Jalma";265
"Jamie";266
"Jani";267
"Janis";268
"Janke";269
"Janke";270
"Janko";271
"Janne";272
"Janni";273
"Jannic";274
"Jannick";275
"Jannik";276
"Janny";277
"Jasmi";278
"Jay";279
"Jea";280
"Jelle";281
"Jenfrid";282
"Jenni";283
"Jense";284
"Jeremia";285
"Jerke";286
"Jessie";287
"Jessy";288
"Jo";289
"Joa";290
"Jocely";291
"Jody";292
"Joe";293
"Joey";294
"Joh";295
"Johanny";296
"Johnni";297
"Johnnie";298
"Johnny";299
"Johny";300
"Jolly";301
"Jo";302
"Jona";303
"Jone";304
"Jonfrid";305
"Joni";306
"Jonie";307
"Jonne";308
"Jonni";309
"Jonnie";310
"Jonny";311
"Jøra";312
"Jørand";313
"Jøran";314
"Jord";315
"Jørgu";316
"Jori";317
"Jøru";318
"Jørund";319
"Jørun";320
"Jose";321
"Jossi";322
"Joy";323
"Juli";324
"Julia";325
"Juli";326
"Julle";327
"Junni";328
"Juno";329
"Jussi";330
"Jussie";331
"Juste";332
"Justi";333
"Kadri";334
"Kai";335
"Kaj";336
"Kalla";337
"Karit";338
"Karli";339
"Karly";340
"Karma";341
"Karo";342
"Karol";343
"Kassi";344
"Kate";345
"Kati";346
"Kay";347
"Keijo m";348
"Kelly";349
"Kendy";350
"Kenni";351
"Kennie";352
"Kenny";353
"Kerry";354
"Kicki";355
"Kiki";356
"Kikka";357
"Kikka";358
"Kim";359
"Kimberley";360
"Kimberly";361
"Kimmie";362
"Kimmy";363
"Kit";364
"Kith";365
"Kitt";366
"Kitti";367
"Kitty";368
"Klaudi";369
"Konni";370
"Konny";371
"Kris";372
"Krishna";373
"Kriss";374
"Kriste";375
"Kristi";376
"Kristmar";377
"Laine";378
"Lalli";379
"Lare";380
"Laure";381
"Laure";382
"Laurence";383
"Lauri";384
"Lauritse";385
"Lea";386
"Lea";387
"Lee";388
"Leja";389
"Le";390
"Lene";391
"Lenna";392
"Lenny";393
"Leo";394
"Leonor";395
"Leonti";396
"Lesley";397
"Leslie";398
"Lia";399
"Lille";400
"Lille";401
"Lind";402
"Linde";403
"Lindi";404
"Lindy";405
"Linne";406
"Loga";407
"Lois";408
"Lore";409
"Lore";410
"Lorence";411
"Lorense";412
"Lori";413
"Lou";414
"Loui";415
"Louie";416
"Love";417
"Lovis";418
"Lu";419
"Lua";420
"Luca";421
"Lucky";422
"Luis";423
"Luka";424
"Lycke";425
"Lykke";426
"Lyn";427
"Magel";428
"Maggi";429
"Magni";430
"Maid";431
"Mala";432
"Mali";433
"Mani";434
"Manny";435
"Mara";436
"Marens";437
"Marentz";438
"Margo";439
"Mari";440
"Maria";441
"Mari";442
"Mario";443
"Maris";444
"Marjo";445
"Marni";446
"Marri";447
"Marte";448
"Marve";449
"Marvel";450
"Masa";451
"Massi";452
"Matti";453
"Mattis";454
"Matty";455
"Mauri";456
"Maxime";457
"Merle";458
"Merli";459
"Merritt";460
"Mia";461
"Micah";462
"Micha";463
"Michal";464
"Michel";465
"Michele";466
"Michell";467
"Miia";468
"Mika";469
"Mikal";470
"Mike";471
"Mikol";472
"Mile";473
"Milla";474
"Mille";475
"Milli";476
"Mio";477
"Mira";478
"Mirka";479
"Mischa";480
"Misha";481
"Molle";482
"Monne";483
"Montana";484
"Morga";485
"Moss";486
"Mosse";487
"Mossi";488
"Nanne";489
"Nanni";490
"Nenne";491
"Nia";492
"Nicki";493
"Nicky";494
"Nico";495
"Nicol";496
"Nicola";497
"Nika";498
"Nike";499
"Niki";500
"Nikita";501
"Nikki";502
"Nikko";503
"Niko";504
"Nikola";505
"Nila";506
"Nilla";507
"Ninna";508
"Noa";509
"Noah";510
"Noe";511
"Noel";512
"Nor";513
"Nore";514
"Nori";515
"Oddleif";516
"Oiva";517
"Olaf";518
"Olau";519
"Oleif";520
"Oleiv";521
"Olgard";522
"Olgart";523
"Oli";524
"Oli";525
"Olli";526
"Olof";527
"Olov";528
"Orla";529
"Otta";530
"Paris";531
"Pat";532
"Patrice";533
"Pauli";534
"Pauli";535
"Pauly";536
"Petri";537
"Petro";538
"Piera";539
"Rae";540
"Ragne";541
"Ragni";542
"Ragnild";543
"Raine";544
"Raino";545
"Randi";546
"Randy";547
"Ray";548
"Regi";549
"Rei";550
"Reine";551
"Reka";552
"Rene";553
"Renee";554
"Renée";555
"Rikka";556
"Rikke";557
"Rikki";558
"Rio";559
"Robi";560
"Roby";561
"Rode";562
"Rodny";563
"Rollaug";564
"Rolly";565
"Roni";566
"Ronni";567
"Ronnie";568
"Ronny";569
"Rony";570
"Rubi";571
"Rubi";572
"Ruby";573
"Rude";574
"Rudi";575
"Rudy";576
"Ru";577
"Runi";578
"Runo";579
"Rut";580
"Sacha";581
"Safir";582
"Sandi";583
"Sandie";584
"Sandy";585
"Sani";586
"Sari";587
"Sasa";588
"Sascha";589
"Sasha";590
"Såve";591
"Sefanja";592
"Sema";593
"Sena";594
"Seri";595
"Seval";596
"Shane";597
"Shanno";598
"Sidney";599
"Sidny";600
"Siegfried";601
"Sigfrid";602
"Sigfried";603
"Sigri";604
"Silva";605
"Silver";606
"Silvi";607
"Sima";608
"Simone";609
"Sina";610
"Sirius";611
"Sky";612
"Sola";613
"Sole";614
"Solfred";615
"Sølve";616
"Sølvi";617
"Sonni";618
"Sonnie";619
"Sonny";620
"Sony";621
"Sophia";622
"Steina";623
"Stena";624
"Styrlaug";625
"Sulo";626
"Sunny";627
"Svale";628
"Svane";629
"Sverry";630
"Sydney";631
"Sylva";632
"Sylve";633
"Sylvi";634
"Tåle";635
"Tara";636
"Taylor";637
"Teddy";638
"Telli";639
"Teodore";640
"Terje";641
"Terri";642
"Terry";643
"Theodore";644
"Thi";645
"Thonny";646
"Thony";647
"Thore";648
"Thorfred";649
"Thorfrid";650
"Thorgard";651
"Thori";652
"Thorild";653
"Thori";654
"Thorleiv";655
"Thorny";656
"Thue";657
"Thuri";658
"Timia";659
"Timmi";660
"Timotei";661
"Ti";662
"Tini";663
"Tinti";664
"Tobia";665
"Tobie";666
"Toby";667
"Tolla";668
"Tolli";669
"Toma";670
"Toni";671
"Tonie";672
"Tonni";673
"Tonnie";674
"Tonny";675
"Tony";676
"Tørber";677
"Tore";678
"Torfred";679
"Torfrid";680
"Torgny";681
"Tori";682
"Torild";683
"Tori";684
"Torlaug";685
"Torleiv";686
"Torly";687
"Torni";688
"Torny";689
"Tove";690
"Tue";691
"Turi";692
"Tuve";693
"Une";694
"Uni";695
"Un";696
"Unni";697
"Ute";698
"Vaino";699
"Valentine";700
"Valeri";701
"Valfrid";702
"Va";703
"Vana";704
"Vania";705
"Vanja";706
"Vendel";707
"Vendeli";708
"Vesa";709
"Via";710
"Vickie";711
"Vicky";712
"Vide";713
"Vikki";714
"Vilde";715
"Vilfrid";716
"Vilje";717
"Villi";718
"Villie";719
"Villy";720
"Vinni f";721
"Vinnie";722
"Vinny";723
"Vivia";724
"Vivie";725
"Vivil";726
"Waino";727
"Wanja";728
"Wendel";729
"Wicky";730
"Wilde";731
"Wilfrid";732
"Willi";733
"Willie";734
"Willow";735
"Willy";736
"Winfred";737
"Winni";738
"Winnie";739
"Winny";740
"Yannick";741
"Yannik";742
"Zacharia";743
"Zakaria";744
