"FirstName";"ID"
"Barnabas";766
"Baro";767
"BAroor";768
"BAroor";769
"Barri";770
"Barrie";771
"Barry";772
"Barthol";773
"Barthold";774
"Bartol";775
"Bartolv";776
"Baruk";777
"Baroi";778
"BAror";779
"Basse";780
"Bassi";781
"Baste";782
"Bastia";783
"Bastinus";784
"Baugi";785
"Baugr";786
"BaulfR";787
"BAulfR";788
"Bausi";789
"Baoi";790
"Baou-friouR";791
"Baou-hariR";792
"Baouherr";793
"BaourikaR";794
"Baowo-harjaR";795
"BapufripuR";796
"Beau";797
"Becca";798
"Bedi";799
"Beggi";800
"Begla";801
"Beigaldi";802
"Beigaor";803
"Beimi";804
"Beimuni";805
"Beini";806
"Beinir";807
"Beint";808
"Beinvior";809
"Beiti";810
"Beka";811
"Bekka";812
"Bekki";813
"Bekkr";814
"Bela";815
"Belest";816
"Beli";817
"Bellest";818
"Belmar";819
"BelwaR";820
"Be";821
"Bendigt";822
"Bendik";823
"Bendiks";824
"Bendikt";825
"Bendix";826
"Bendt";827
"Bene";828
"Benedict";829
"Benedictus";830
"Benedikt";831
"Benediktus";832
"Bengeir";833
"Bengeirr";834
"Bengt";835
"Benjami";836
"Benkt";837
"Ben";838
"Benno";839
"Benny";840
"Benoni";841
"Bensi";842
"Bent";843
"Bentei";844
"Bentein";845
"Benth";846
"Benti";847
"Bentley";848
"Benyami";849
"BeriaR";850
"Berau";851
"Beraug";852
"Berdines";853
"Berdinus";854
"Berdo";855
"Berdor";856
"Berend";857
"Berendt";858
"Berent";859
"Berg";860
"Berge";861
"Bergelmir";862
"Bergenius";863
"Berger";864
"Bergetho";865
"Bergeto";866
"Bergfin";867
"Bergfinnr";868
"Berginius";869
"Bergitho";870
"Bergito";871
"Bergljot m";872
"Bergljotr";873
"Bergr";874
"BergsvAEin";875
"Bergsvei";876
"Bergsvein";877
"Bergsvend";878
"Bergtor";879
"Bergulfr";880
"Bergulv";881
"Bergvi";882
"Bergvior";883
"Bergporr";884
"Berhard";885
"Berlingr";886
"Bermod";887
"Bermoor";888
"Ber";889
"Bernard";890
"Bernardus";891
"Bernatt";892
"Bernd";893
"Berndt";894
"Berner";895
"Bernhard";896
"Bernhardt";897
"Bernhardus";898
"Bernhof";899
"Bernt";900
"Bernth";901
"Berntinus";902
"Bersi";903
"Bersvei";904
"Bersvend";905
"Bert";906
"Bertel";907
"Bertenius";908
"Berteus";909
"Berthel";910
"Bertheus";911
"Berthi";912
"Berthinus";913
"Bertho";914
"Berthold";915
"Bertil";916
"Berti";917
"Bertinius";918
"Bertinus";919
"Berto";920
"Bertold";921
"Berto";922
"Bertor";923
"Bertram";924
"Bertrand";925
"Berulf";926
"Berulv";927
"Besse";928
"Bessi";929
"Bethuel";930
"Betuel";931
"Bialfi";932
"BiAlfi";933
"BiarngAEiRR";934
"Biarnhedi";935
"Biarnheoin";936
"Biarnhepi";937
"Biarnhiedi";938
"Biarnhofoi";939
"Biarni";940
"BiarnlaugR";941
"BiarnulfR";942
"Biartmarr";943
"Biartr";944
"Biblindi";945
"BidawarijaR";946
"Biflindi";947
"Biflioi";948
"Bifurr";949
"BIharor";950
"BIherr";951
"Bikki";952
"BIldr";953
"Bill";954
"Bille";955
"Billingr";956
"Billy";957
"Bilov";958
"Biola";959
"Biolfr";960
"Bior";961
"Biornolfr";962
"Biornulfr";963
"Biorr";964
"Birge";965
"Birger";966
"Birgir";967
"Birgito";968
"Birk";969
"Birkir";970
"Birning";971
"Birningr";972
"Birtingr";973
"Bisi";974
"Biurr";975
"BiurstAEin";976
"Bivorr";977
"BIvorr";978
"Bixi";979
"Bjalfi";980
"BjAlfi";981
"Bjarke";982
"Bjarki";983
"Bjarnard";984
"Bjarnaror";985
"Bjarne";986
"Bjarngeirr";987
"BjarngrImr";988
"Bjarnhard";989
"Bjarnharor";990
"Bjarnheoin";991
"Bjarni";992
"Bjarnlaugr";993
"Bjarnmod";994
"Bjarnmoor";995
"Bjarnulv";996
"Bjarnvaror";997
"BjArr";998
"Bjart";999
"Bjarte";1000
"Bjartmar";1001
"Bjartmarr";1002
"Bjartr";1003
"Bjaror";1004
"Bjermod";1005
"Bjermoor";1006
"Bjermund";1007
"Bjerner";1008
"Bjerte";1009
"Bjola";1010
"Bjolfr";1011
"Bjolr";1012
"Bjonnal";1013
"Bjonne";1014
"Bjor";1015
"Bjorge";1016
"Bjorger";1017
"Bjorgulf";1018
"Bjorgulfr";1019
"Bjorgulv";1020
"Bjorguv";1021
"Bjorgvi";1022
"Bjor";1023
"Bjor";1024
"Bjornar";1025
"Bjornard";1026
"Bjorne";1027
"Bjorner";1028
"Bjornkarl";1029
"Bjornketill";1030
"Bjornmund";1031
"Bjornodd";1032
"Bjornolfr";1033
"Bjornstei";1034
"Bjornulf";1035
"Bjornulfr";1036
"Bjornulv";1037
"Bjornvald";1038
"Bjoro";1039
"Bjorr";1040
"Bjorsi";1041
"Bjoru";1042
"Bjug";1043
"Bjulfr";1044
"BlAEikR";1045
"BlAEingr";1046
"BlAin";1047
"Blaise";1048
"BlAkAri";1049
"Blappvari";1050
"Blas";1051
"BlasIus";1052
"BlAton";1053
"Bleigr";1054
"Bleikr";1055
"Blesa";1056
"Blesi";1057
"Bljugr";1058
"Blostrup";1059
"Blovurr";1060
"Bo";1061
"Bo";1062
"Boandi";1063
"Boas";1064
"Bob";1065
"Bobby";1066
"Boddi";1067
"Bodmod";1068
"Bodo";1069
"Bodvar";1070
"Bodvarr";1071
"Bofarr";1072
"Bofi";1073
"Bofreor";1074
"Boge";1075
"Bogi";1076
"Boi";1077
"Boi";1078
"Boie";1079
"Boje";1080
"Bola";1081
"Boldi";1082
"Boli";1083
"Bolli";1084
"Bolnautr";1085
"Bolog";1086
"Bolverkr";1087
"Bolpor";1088
"Bomburr";1089
"Bonde";1090
"Bondi";1091
"Bongull";1092
"Bonsak";1093
"Bor";1094
"Bore";1095
"Borekr";1096
"Borgar";1097
"Borgarhjortr";1098
"Borgarr";1099
"Borge";1100
"Borge";1101
"Borger";1102
"Borger";1103
"Borgfastr";1104
"Borgfin";1105
"BorggAEiRR";1106
"BorgulfR";1107
"Borgvald";1108
"Boril";1109
"Borild";1110
"Borild";1111
"Boris";1112
"Borje";1113
"Borjer";1114
"Borkr";1115
"Borr";1116
"Borre";1117
"Bort";1118
"Bortinus";1119
"Boru";1120
"Boruf";1121
"Borulv";1122
"Boruv";1123
"Borys";1124
"Boror";1125
"Bosi";1126
"BosiR";1127
"Bosse";1128
"Botbior";1129
"Botbjor";1130
"Botel m";1131
"Botfreor";1132
"Botfuss";1133
"BotgAEiRR";1134
"Bothvatr";1135
"Boti";1136
"Botmundr";1137
"Botni";1138
"Botolf";1139
"Botolfr";1140
"Botolfr";1141
"Botolv";1142
"BotrAEifR";1143
"Bottolf";1144
"Bottolv";1145
"BotulfR";1146
"Botvid";1147
"Botvior";1148
"BoulfR";1149
"Bourr";1150
"Boy";1151
"Boy";1152
"Boye";1153
"Boye";1154
"Booi";1155
"Boomoor";1156
"Boorekr";1157
"BoorIkr";1158
"Boovarr";1159
"Boovaror";1160
"Bope";1161
"Brage";1162
"Bragi";1163
"BrAmi";1164
"BramR";1165
"Brand";1166
"Brandalfr";1167
"Brandalv";1168
"Brandgengi";1169
"Brandi";1170
"Brandingi";1171
"Brando";1172
"Brandr";1173
"Brandulfr";1174
"Brasi";1175
"Brattr";1176
"BrAvior";1177
"Brede";1178
"Bredo";1179
"Bredor";1180
"Breior";1181
"Bremer";1182
"Brenda";1183
"Bresi";1184
"Brestir";1185
"Brettel";1186
"Brettingr";1187
"Breoi";1188
"Bria";1189
"Brigt";1190
"Brimir";1191
"BrIsi";1192
"Britannus";1193
"Britanus";1194
"BrjAn";1195
"Brodd";1196
"Broddi";1197
"Broddr";1198
"Brode";1199
"Broder";1200
"Brokkr";1201
"Brondolfr";1202
"Brondulfr";1203
"Bronnil m";1204
"Bronnild m";1205
"Bronte";1206
"Bror";1207
"Brooir";1208
"Bruddr";1209
"Brundabjalfi";1210
"Bruni";1211
"BrunkAEll";1212
"BrunkAEtill";1213
"Brunman";1214
"Brunmaor";1215
"Brun";1216
"Bruno";1217
"BrunulfR";1218
"Bruse";1219
"Brusi";1220
"Brya";1221
"Brynel";1222
"Brynhild";1223
"Brynil";1224
"Brynild";1225
"Bryniolfr";1226
"BryniulfR";1227
"Brynjar";1228
"Brynjard";1229
"Brynjarr";1230
"Brynjel";1231
"Brynjolf";1232
"Brynjulf";1233
"Brynjulfr";1234
"Brynjulv";1235
"BrynkAEll";1236
"BrynkAEtill";1237
"Brynold";1238
"Brynte";1239
"Brynulf";1240
"Brynvald";1241
"Bryti";1242
"Buandi";1243
"Bue";1244
"Buggi";1245
"Bui";1246
"Buldi";1247
"Bulli";1248
"Bulsi";1249
"Bultaor";1250
"Bumburr";1251
"Bungi";1252
"Buri";1253
"Buri";1254
"Burin";1255
"BuriR";1256
"Burkhard";1257
"Burr";1258
"Buster";1259
"Butni";1260
"Butraldi";1261
"Buttul";1262
"Buoi";1263
"Buoli";1264
"Buolungr";1265
"Byggvir";1266
"Byleiftr";1267
"Byleiptr";1268
"Byleiptr";1269
"Byleistr";1270
"Byleistr";1271
"Bylov";1272
"Byrge";1273
"Byrger";1274
"ByriR";1275
"Byro";1276
"Byrvill";1277
"Bysia";1278
"BysiR";1279
"Byulfr";1280
"Byx";1281
"Caesar";1282
"CAEsar";1283
"Cai";1284
"Caj";1285
"Caleb";1286
"Calle";1287
"Calvi";1288
"Camille";1289
"Camillo";1290
"Carensius";1291
"Caresius";1292
"Carinius";1293
"Carinus";1294
"Carl";1295
"Carles";1296
"Carlis";1297
"Carlo";1298
"Carlof";1299
"Carlos";1300
"Carlto";1301
"Carol";1302
"Caroles";1303
"Carolius";1304
"Carstei";1305
"Carste";1306
"Casander";1307
"Caspar";1308
"Casper";1309
"Caspia";1310
"Cassander";1311
"Caste";1312
"Castor";1313
"Cato";1314
"Cay";1315
"Cecil";1316
"Cedenius";1317
"Cedevart";1318
"Cedinius";1319
"Cedolf";1320
"Cedric";1321
"Cedrick";1322
"Cedrik";1323
"Cesar";1324
"Cevi";1325
"Charl";1326
"Charles";1327
"Charley";1328
"Charlie";1329
"Charlto";1330
"Charly";1331
"Chris";1332
"Chrisander";1333
"Chrispinus";1334
"Chriss";1335
"Christe";1336
"Christer";1337
"Christia";1338
"Christianus";1339
"Christinus";1340
"Christof";1341
"Christofer";1342
"Christoph";1343
"Christopher";1344
"Cia";1345
"Cillia";1346
"Claas";1347
"Claes";1348
"Clarence";1349
"Clari";1350
"Clarius";1351
"Clas";1352
"Claude";1353
"Claudio";1354
"Claudius";1355
"Claus";1356
"Clemens";1357
"Clement";1358
"Clemet";1359
"Cleng";1360
"Cliff";1361
"Clifford";1362
"Clifto";1363
"Colbanus";1364
"Colbe";1365
"Colbior";1366
"Colbjor";1367
"Coldevi";1368
"Coli";1369
"Colli";1370
"Conner";1371
"Connor";1372
"Conny";1373
"Conor";1374
"Conrad";1375
"Constanti";1376
"Corey";1377
"Cornel";1378
"Cornelis";1379
"Cornelius";1380
"Cornilius";1381
"Cort";1382
"Cris";1383
"Crispi";1384
"Crispinus";1385
"Crister";1386
"Cristia";1387
"Cristoffer";1388
"Curt";1389
"Cypria";1390
"Cyrill";1391
"Cyrus";1392
"Daa";1393
"Dafi";1394
"Dafip";1395
"Dag";1396
"Dagbart";1397
"Dagbjart";1398
"Dagbjor";1399
"Dagfin";1400
"Dagfinnr";1401
"Dagfred";1402
"Dagmund";1403
"Dagnar";1404
"Dagnor";1405
"Dagr";1406
"Dagstygg";1407
"Dagstyggr";1408
"Dagulv";1409
"Dagvald";1410
"Dagvard";1411
"Dagvid";1412
"Dagvi";1413
"DAin";1414
"Dali";1415
"DAlkr";1416
"Dalli";1417
"Dalmar";1418
"Damia";1419
"Damie";1420
"Damja";1421
"Damo";1422
"Da";1423
"Danelius";1424
"DAni";1425
"Dani";1426
"Danial";1427
"Daniel";1428
"Daniele";1429
"Danilo";1430
"Dankert";1431
"Dan";1432
"Danni";1433
"Danny";1434
"Danr";1435
"Danski";1436
"Dante";1437
"Danvald";1438
"Dany";1439
"Dara";1440
"Dare";1441
"Daria";1442
"Dari";1443
"Dario";1444
"Darius";1445
"Darling";1446
"Darre";1447
"Darrhoor";1448
"Darri";1449
"Darri";1450
"Dave";1451
"Davi";1452
"David";1453
"Davi";1454
"Davio";1455
"DavIo";1456
"DAvIo";1457
"Davy";1458
"Dawid";1459
"Daoi";1460
"Dean";1461
"Dellingr";1462
"Demetri";1463
"Deniel";1464
"Denis";1465
"Denni";1466
"Dennis";1467
"Denniz";1468
"Denny";1469
"Denys";1470
"Deodor";1471
"Derek";1472
"Detlef";1473
"Detlev";1474
"Devi";1475
"Devo";1476
"Dexter";1477
"Dian";1478
"DiarfR";1479
"Dick";1480
"Diderik";1481
"Didric";1482
"Didrick";1483
"Didrik";1484
"Diedrich";1485
"Dieter";1486
"Digraldi";1487
"Digrvaldi";1488
"Dil";1489
"Dilan";1490
"Dines";1491
"Dino";1492
"Dio";1493
"Dio";1494
"Dirk";1495
"Dithlev";1496
"Ditlef";1497
"Ditleiv";1498
"Ditlev";1499
"Ditlov";1500
"Ditma";1501
"Ditmand";1502
"Ditman";1503
"Ditmar";1504
"DiurgAEiRR";1505
"DiuRi";1506
"DiuRveR";1507
"Divert";1508
"Doffe";1509
"Dofri";1510
"Dolgfinnr";1511
"Dolgfinnr";1512
"Dolgprasi";1513
"Dolgprasi";1514
"Dolgpvari";1515
"Dolgpvari";1516
"Domaldi";1517
"Domaldr";1518
"Domari";1519
"Domarr";1520
"Domenic";1521
"Domi";1522
"Domingo";1523
"Dominic";1524
"Dominick";1525
"Dominicus";1526
"Dominik";1527
"Dominikus";1528
"Dominique";1529
"Domnall";1530
"Do";1531
"Donald";1532
"Donnes";1533
"Dora";1534
"Dori";1535
"Doria";1536
"Dormod";1537
"Dorri";1538
"Dorruor";1539
"Dorteas";1540
"Dorthinus";1541
"Dortias";1542
"Dortinus";1543
"Doti";1544
"Dotta";1545
"Douglas";1546
"Dovre";1547
"DrAEngi";1548
"DrAEngR";1549
"Drafli";1550
"DragmAll";1551
"Draupnir";1552
"Dreng";1553
"Drengman";1554
"Drengmaor";1555
"Drengr";1556
"Dromi";1557
"Drosboi";1558
"Druia";1559
"Drumbi";1560
"Drumbr";1561
"Drums";1562
"Dufgall";1563
"Dufgus";1564
"Dufnall";1565
"Dufniall";1566
"Dufr";1567
"Dufpakr";1568
"Dugfuss";1569
"Dunca";1570
"Dungaor";1571
"Duri";1572
"Durin";1573
"Durin";1574
"Durnir";1575
"Dusti";1576
